ID,CLAVE12,DESCRIPCION,UNIDAD,CANTI,TIPO,caracteristicas,redfrio,fecreg
4233,0609326491,Tapones. Luer lock para catéter de diálisis peritoneal ambulatoria de plástico. Tipo: tenckhoff. Pieza.,EQP,1,EQP,generico,SI,28/02/2020
4234,0609326509,Tapones. Tapones   luer   lock   para   catéter   de   Hickman   para heparinización. Estéril y desechable. Pieza.,EQP,1,EQP,generico,SI,28/02/2020
4235,0609326517,Tapón luer lock protector con solución antiséptica de iodopovidona para protección del equipo de transferencia sistema automático. Pieza.,EQP,1,EQP,generico,SI,28/02/2020
4236,0609326525,Telas Adhesivas. De acetato con adhesivo en una de sus caras. Longitud: 10 m. Ancho: 1.25 cm. Presentación: 24 piezas.,EQP,1,EQP,generico,SI,28/02/2020
4237,0609326533,Telas Adhesivas. De acetato con adhesivo en una de sus caras. Longitud: 10 m. Ancho: 2.50 cm. Presentación: 12 piezas.,EQP,1,EQP,generico,SI,28/02/2020
4238,0609326541,Telas Adhesivas. De acetato con adhesivo en una de sus caras. Longitud: 10 m. Ancho: 5.00 cm. Presentación: 6 piezas.,EQP,1,EQP,generico,SI,28/02/2020
4239,0609326558,Telas Adhesivas. De acetato con adhesivo en una de sus caras. Longitud: 10 m. Ancho: 7.50 cm. Presentación: 4 piezas.,EQP,1,EQP,generico,SI,28/02/2020
4240,0609326566,Termómetro. Clínico de vidrio transparente con mercurio químicamente puro escala graduada en grados centígrados (35.5º C a 41º C) con subdivisiones en décimas de grado. Rectal. Pieza.,EQP,1,EQP,generico,SI,28/02/2020
4241,0609326574,Termómetro. Clínico de vidrio transparente con mercurio químicamente puro escala graduada en grados centígrados (35.5º C a 41º C) con subdivisiones en décimas de grado. Oral. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4242,0609326582,Tiraleches. De cristal con bulbo de hule. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4243,0609326590,Jarras. Sobres con mezcla generadora de hidrógeno y CO2. Tiras con azul de metileno.,ENV,1,PZA,generico,SI,28/02/2020
4244,0609326608,Tiras. De celuloide para conformar restauraciones de resina. Ancho: 8 a10 mm Calibre: Fino Envase con 50 piezas.,ENV,1,PZA,generico,SI,28/02/2020
4245,0609326616,Tiras. De lija para pulir restauraciones de resina. Grueso y mediano. Envase con 150 piezas tiras dobles.,ENV,1,PZA,generico,SI,28/02/2020
4246,0609326624,Tiras. De fluoresceína para uso oftalmológico. Envase con 10 piezas.,ENV,1,PZA,generico,SI,28/02/2020
4247,0609326632,Tiras. De lija para pulir restauraciones de resina. Extra fino fino mediano y grueso. Envase con 100 piezas.,ENV,1,PZA,generico,SI,28/02/2020
4248,0609326640,Tiras. De lija para pulir restauraciones de resina. Extra fino fino mediano y grueso. Envase con 200 piezas.,ENV,1,PZA,generico,SI,28/02/2020
4249,0609326657,Toallas. Para gineco-obstetricia. Rectangulares constituidas por cuatro capas de material absorbente. Desechables. Envase con 100 piezas.,ENV,1,PZA,generico,SI,28/02/2020
4250,0609326665,Tornillos Tornillo  canulado  de  3.5  mm  de  diámetro.  Longitud  de  10.0  mm  a  50.0  mm.  Incluye  medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4251,0609326673,Materiales para artroscopía. Tornillo canulado cilíndrico de interferencia en aleación de Titanio o biodegradable para la fijación del injerto en la plastia de ligamentos cruzados con rosca no cortante. Diámetro de 7.0 mm a 13.0 mm y longitud de 20.0 mm a 35.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4252,0609326681,Fijación interna para columna vertebral de titanio o aleación de titanio. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo transpedicular de cabeza abierta de ángulo variable sólido o acanalado céfalo caudal de 3.5 mm a 7.5 mm de diámetro. Longitud de 25.0 mm a 65 mm. Incluye medidas intermedias entre las especificadas Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4253,0609326699,Fijación interna para columna vertebral de titanio o aleación de titanio. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo transpedicular poliaxial de cabeza abierta de ángulo variable sólido o acanalado céfalo caudal de 6.5 mm a 7.5 mm de diámetro. Longitud de 25.0 mm a 65.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4254,0609326707,Fijación interna para columna vertebral de titanio o aleación de titanio. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo transpedicular de 3.5 mm a 5.5 mm de diámetro de apertura lateral o apertura dorsal. Longitud de 35.0 mm a 55.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4255,0609326749,Tornillo de expansión con agarradera de plástico. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4256,0609326756,Tornillo de expansión rápida (mino expander) con antenas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4257,0609326764,Clavos intramedulares. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo de cierre para clavo humeral sólido o canulado en titanio o aleación de titanio. Además dimensiones intermedias o equivalentes entre las especificadas. Para los Sistemas. que lo requieran. Prolongación: 0 mm a 15.0 mm Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4258,0609326772,Fijación interna para columna vertebral de titanio o aleación de titanio. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo de bloqueo. Para fijar placa cervical de 1.5 mm a 2.0 mm. Para los sistemas que lo requieran. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4259,0609326780,Osteosíntesis para cirugía maxilofacial. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo de emergencia de 2.7 mm de diámetro. Longitud de 6.0 mm a 19.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4260,0609326798,Osteosíntesis para cirugía maxilofacial. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo para hueso cortical autorroscante ranura en cruz o ranura simple con orificio central con diámetro de la rosca de 1.0 mm a 2.4 mm de titanio. Longitud de 4.0 mm a 23.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,,,,generico,SI,28/02/2020
4261,0609326806,Osteosíntesis para cirugía maxilofacial. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Microtornillo para hueso cortical autoperforante de manejo central de 1.2 mm a 1.5 mm de diámetro. Longitud de 3.5 a 7.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,,,,generico,SI,28/02/2020
4262,0609326814,Clavos intramedulares. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo deslizante autorroscante para clavo intramedular femoral proximal no fresado. Diámetro de 6.5 mm longitud de 80.0 mm a 120.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,,,,generico,SI,28/02/2020
4263,0609326822,Clavos intramedulares. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo deslizante autorroscante para clavo intramedular femoral proximal no fresado. Diámetro de 11.0 mm longitud de 75.0 mm a 120.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,,,,generico,SI,28/02/2020
4264,0609326830,Clavos intramedulares. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo de cierre para clavo intramedular proximal femoral. Para los sistemas que lo requieran. Pieza.,,,,generico,SI,28/02/2020
4265,0609326848,Fijación interna para columna vertebral de titanio o aleación de titanio. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Abordaje Posterior Lumbar. Tornillo o mecanismo para fijación a sacro de 7.0 mm a 9.0 mm de diámetro y de 40 mm a 50 mm de longitud. Además comprende dimensiones intermedias entre las especificadas o equivalentes. Pieza.,,,,generico,SI,28/02/2020
4266,0609326855,Clavos intramedulares. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Tornillo de compresión para cadera expansivo. Diámetro sin expansión de 8 mm diámetro expandido de 12 mm. Longitudes de 80 mm y de 95 mm a 120 mm con incrementos de 5 mm en 5 mm. Pieza.,,,,generico,SI,28/02/2020
4267,0609326863,Placas. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Placa de bajo contacto de compresion bloqueada dorsal y palmar para fracturas de radio distal. Tornillo de cortical con cabeza entrada en estrella de 2.4 mm en aleación de titanio. Autorroscante. Longitud de 6.0 mm a 40.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,,,,generico,SI,28/02/2020
4268,0609330014,Placas. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Placas para fijacion de fracturas de radio distal. Tornillos corticales ó pernos en aleación de titanio o de acero 316 L de 2.0 mm a 2.7 mm de diámetro con atornillamiento a la placa con o sin micro rosca. Longitud de 10.0 mm a 30.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,,,,generico,SI,28/02/2020
4269,0609330048,Placas. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Sistema placa bloqueada para fémur distal y tibia proximal lateral. Mínima invasión. Tornillo de bloqueo de 5.0 mm de aleación de titanio autoperforante para placa bloqueada. Longitud de 18.0 mm a 85.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,,,,generico,SI,28/02/2020
4270,0609330055,Tornillos. Tornillos para hueso cortical de 3.5 mm de diámetro. Longitud: de 10.0 mm a 110.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4271,0609350137,Tornillos. Tornillos para hueso cortical de 2.7 mm de diámetro. Longitud: de 6.0 mm a 40.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4272,0609350210,Tornillos. Tornillos para hueso esponjoso con cabeza esferoidal diámetro de la rosca 4.0 mm. Longitud: de 10.0 mm a 60.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,,,,generico,SI,28/02/2020
4273,0609390059,Fijadores externos. Todos los componentes deben ser compatibles entre sí según marca y modelo. Incluye dimensiones intermedias entre las especificadas. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Clavo tipo Schanz punta triangular o roma de 5.0 mm a 5.5 mm de diámetro en aleación de titanio o acero inoxidable. Longitud: de 100.0 mm a 200.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,,,,generico,SI,28/02/2020
4274,0609460019,Tornillos Tornillos para hueso cortical de 4.5 mm de diámetro. Longitud: de 14.0 mm a 94.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,18,LTS,generico,SI,28/02/2020
4275,0609460035,Tornillos Tornillos para hueso esponjoso con diámetro de 6.5 mm con cabeza esferoidal y rosca de 16 mm. Longitud: de 30.0 mm a 110.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4276,0609460142,Tornillos Tornillos para hueso esponjoso con cabeza esferoidal de 4.0 mm de diámetro. Rosca completa. Longitud: de 10.0 mm a 60.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4277,0609470059,Clavos intramedulares. Todos los componentes deben ser compatibles entre sí. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Clavo para fémur. Sólido o canulado bloqueado para artrodesis de rodilla. Tornillo deslizante para clavo femoral intramedular de compresión de acero inoxidable. Longitud de 85.0 mm a 105.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4278,0609470075,Fijadores externos. Todos los componentes deben ser compatibles entre sí según marca y modelo. Incluye dimensiones intermedias entre las especificadas. La selección del material y las medidas estará a cargo de las unidades de atención de acuerdo a sus necesidades. Clavo tipo Schanz de 4.5 mm de diámetro y 10 mm a 55 mm de rosca en aleación de titanio o acero inoxidable. Longitud: de 100.0 mm a 200.0 mm. Incluye medidas intermedias entre las especificadas. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4279,0609530092,Algodones. Torundas. Envase con 500 g.,ENV,1,PZA,generico,SI,28/02/2020
4280,0609530100,"Tubo para canalización. De látex natural radiopaco. Longitud 45 cm. Diámetro: 7.94 mm (5/16”""). Pieza.",ENV,1,PZA,generico,SI,28/02/2020
4281,0609530209,"Tubo para canalización. De látex natural radiopaco. Longitud 45 cm. Diámetro: 12.70 mm (1/2”""). Pieza.",ENV,1,PZA,generico,SI,28/02/2020
4282,0609530266,"Tubo para canalización. De látex natural radiopaco. Longitud 45 cm. Diámetro: 19.05 mm (3/4”""). Pieza.",ENV,1,PZA,generico,SI,28/02/2020
4283,0609530282,"Tubo para canalización. De látex natural radiopaco. Longitud 45 cm. Diámetro: 25.40 mm (1”""). Pieza.",ENV,1,PZA,generico,SI,28/02/2020
4284,0609530456,Tubo Kleinsasser succión 2.00 mm.,ENV,1,PZA,generico,SI,28/02/2020
4285,0609530555,Tubo Kleinsasser succión 2.5 mm.,ENV,12,PZA,generico,SI,28/02/2020
4286,0609530571,Tubo Kleinsasser succión 3.00 mm.,ENV,12,PZA,generico,SI,28/02/2020
4287,0609530597,Tubo.  Tubo Holder de succión. Juego de corto y largo.,ENV,12,PZA,generico,SI,28/02/2020
4288,0609530746,Tubos. Convertible con gancho en mesial calibre 0.18 mm para molares inferiores. Pieza.,ENV,12,PZA,generico,SI,28/02/2020
4289,0609530753,Tubos. Doble convertible con gancho en mesial calibre 0.18 mm para molares superiores. Pieza.,ENV,100,MTS,generico,SI,28/02/2020
4290,0609530761,"Tubos. Endobronquial para intubación de bronquio derecho de plástico grado médico con diseño del globo bronquial en forma de “""S""” y un orificio tipo Murphy que se acopla con la entrada del lóbulo superior derecho con marcas numéricas para determinar la profundidad de la colocación del tubo termosensible de doble lumen (bronquial y traqueal) con globo individual de alto volumen y baja presión (traqueal y bronquial) y sus respectivos globos piloto rotulados con válvulas de autosellado traqueal y bronquial con estilete preinsertado que le permite conservar la curvatura bronquial preformada con punta atraumática y líneas radiopacas empaque individual estéril. Incluye: dos conectores de plástico en ángulo recto con puerto de succión adaptador de tubo tipo Carlens unido a conectores de polipropileno y dos Catéteres. de succión extralargos estériles calibre 37 Fr diámetro del lumen traqueal 6.5 mm diámetro de lumen bronquial 6.5 mm.Pieza.",ENV,100,MTS,generico,SI,28/02/2020
4291,0609530779,"Tubos. Endobronquial para intubación de bronquio izquierdo de plástico grado médico con diseño del globo bronquial en forma de ""“barril""” que permite su sellado con marcas numéricas para determinar la profundidad de la colocación del tubo termosensible con doble lumen (bronquial y traqueal) con globo individual de alto volumen y baja presión (traqueal y bronquial) y sus respectivos globos piloto rotulados con válvulas de autosellado traqueal y bronquial con estilete preinsertado que le permite conservar la curvatura bronquial preformada con punta atraumática y líneas radiopacas empaque individual estéril. Incluye: Dos conectores de plástico en ángulo recto con puertos de succión adaptador y tubo tipo Carlens unido a conectores de polipropileno y dos Catéteres. de succión extralargos estériles calibre 39 Fr diámetro del lumen traqueal 7.0 mm diámetro del lumen bronquial 7.0 mm. Pieza.",ENV,100,MTS,generico,SI,28/02/2020
4292,0609530787,"Tubos. Endobronquial  para  intubación  de  bronquio  izquierdo  de plástico grado médico con diseño del globo bronquial en forma de ""“barril""” que permite su sellado con marcas numéricas para determinar la profundidad de la colocación del tubo termosensible con doble lumen (bronquial y traqueal) con globo individual de alto volumen y baja presión (traqueal y bronquial)  y  sus  respectivos  globos  piloto  rotulados  con válvulas  de  autosellado  traqueal  y  bronquial  con  estilete preinsertado que le permite conservar la curvatura bronquial preformada  con  punta  atraumática  y  líneas  radiopacas empaque individual estéril. Incluye: Dos conectores de plástico en ángulo recto con puertos de succión adaptador y tubo tipo carlens unido a conectores de polipropileno y dos catéteres de succión extralargos estériles calibre 41 Fr diámetro del lumen traqueal 7.4 mm diámetro del lumen bronquial 7.4 mm. Pieza.",ENV,100,MTS,generico,SI,28/02/2020
4293,0609530795,"Tubos. Endobronquial para intubación de bronquio derecho de plástico grado médico con diseño del globo en forma de “""S""” y orificio tipo murphy que se acopla con la entrada del lóbulo superior derecho con marcas numéricas para determinar  la  profundidad  de  la  colocación  del  tubo termosensible de doble lumen (bronquial y traqueal) con globo individual de alto volumen y baja presión (traqueal y bronquial) y sus respectivos globos piloto rotulados con válvulas de autosellado traqueal y bronquial con estilete preinsertado  que  le  permite  conservar  la  curvatura radiopacas  empaque  individual  estéril.  Incluye:  Dos conectores de plástico en ángulo recto con puertos de succión   adaptador   y   tubo   tipo   Carlens   unido   a conectores de polipropileno y dos catéteres de succión extralargos estériles calibre 35 Fr diámetro del lumen traqueal 6.0 mm diámetro del lumen bronquial 6.0 mm. Pieza.",ENV,100,MTS,generico,SI,28/02/2020
4294,0609530936,"Tubos. Endobronquial para intubación de bronquio izquierdo de plástico grado médico con diseño del globo bronquial en forma   de   “""barril""”   que   permite   su   sellado   marcas numéricas   para   determinar   la   profundidad   de   la colocación  del  tubo  termosensible  de  doble  lumen (bronquial  y  traqueal)  con  globo  individual  de  alto volumen  y  baja  presión  (traqueal  y  bronquial)  y  sus respectivos  globos  piloto  rotulados  con  válvulas  de autosellado traqueal y bronquial con estilete preinsertado que   le   permite   conservar   la   curvatura   bronquial preformada con punta atraumática y líneas radiopacas empaque individual estéril.Incluye: Dos conectores de plástico  en  ángulo  recto  con  puertos  de  succión adaptador  y tubo  tipo  carlens  unido  a  conectores  de polipropileno  y  dos  catéteres  de  succión  extralargos estériles calibre 35 Fr diámetro del lumen traqueal 6.0 mm diámetro del lumen bronquial 6.0 mm. Pieza.",ENV,100,MTS,generico,SI,28/02/2020
4295,0609530969,"Tubos. Endobronquial para intubación de bronquio derecho de plástico grado médico con diseño del globo bronquial en forma de “""S""” y un orificio tipo murphy que se acopla con la  entrada  del  lóbulo  superior  derecho  con  marcas numéricas   para   determinar   la   profundidad   de   la colocación  del  tubo  termosensible  con  doble  lumen (bronquial y traqueal) con globo individual de alto volumen  y  baja  presión  (traqueal  y  bronquial)  y  sus respectivos  globos  piloto  rotulados  con  válvulas  de autosellado traqueal y     bronquial con estilete preinsertado  que  le  permite  conservar  la  curvatura bronquial preformada con punta atraumática y líneas radiopacas empaque individual estéril. Incluye: Dos conectores de plástico en ángulo recto con puertos de  succión  adaptador  y  tubo  tipo  carlens  unido  a conectores de polipropileno y dos catéteres de succión extralargos estériles calibre 41 Fr diámetro del lumen traqueal 7.4 mm diámetro del lumen bronquial 7.4 mm. Pieza.",ENV,1,RLL,generico,SI,28/02/2020
4296,0609531603,"Tubos. Endobronquial para intubación de bronquio derecho de plástico grado médico con diseño del globo bronquial en forma de “""S""” y un orificio Tipo: Murphy que se acopla con la entrada del lóbulo superior derecho con marcas numéricas   para   determinar   la   profundidad   de   la colocación  del  tubo  termosensible  con  doble  lumen (bronquial y traqueal) con globo individual de alto volumen  y  baja  presión  (traqueal  y  bronquial)  y  sus respectivos  globos  piloto  rotulados  con  válvulas  de autosellado traqueal y     bronquial con estilete preinsertado  que  le  permite  conservar  la  curvatura bronquial preformada con punta atraumática y líneas radiopacas empaque individual estéril. Incluye: Dos conectores de plástico en ángulo recto con puertos de  succión  adaptador  y  tubo  tipo  carlens  unido  a conectores de polipropileno y dos catéteres de succión extralargos estériles calibre 39 Fr diámetro del lumen traqueal 7.0 mm diámetro del lumen bronquial 7.0 mm. Pieza.",ENV,1,PZA,generico,SI,28/02/2020
4297,0609532825,"Tubos. Endobronquial  para  intubación  de  bronquio  izquierdo  de plástico grado médico con diseño del globo bronquial en forma  de  ""“barril""”  que  permite  su  sellado  con  marcas numéricas para determinar la profundidad de la colocación del tubo   termosensible de doble lumen (bronquial y traqueal) con globo individual de alto volumen y baja presión (traqueal y bronquial)  y  sus  respectivos  globos  piloto  rotulados  con válvulas  de  autosellado  traqueal  y  bronquial  con  estilete preinsertado que le permite conservar la curvatura bronquial preformada  con  punta  atraumática  y  líneas  radiopacas empaque individual estéril. Incluye:Dos conectores de plástico en ángulo recto con puertos de succión adaptador y tubo tipo carlens unido a conectores de polipropileno y dos catéteres de succión  extralargos  estériles  calibre  28  Fr  diámetro  del lumen traqueal 4.5 mm diámetro del lumen bronquial 4.5 mm. Pieza.",ENV,1,PZA,generico,SI,28/02/2020
4298,0609532858,Tubos. Para torniquete. De látex color ámbar con espesor de la pared de 1.13 a 1.37 mm. Metro.,ENV,1,PZA,generico,SI,28/02/2020
4299,0609532866,Tubos. Tubo para aspirador. De hule látex color ámbar. Diámetro interno 6.3 mm espesor de pared 3.77 mm. Envase con 10 m.,ENV,12,PZA,generico,SI,28/02/2020
4300,0609532874,Tubos. De extensión de polivinilo con longitud de 3 M. Estéril. Envase.,ENV,12,PZA,generico,SI,28/02/2020
4301,0609533195,Tubos. De elastómero de silicón grado médico para canalización de vasos. Diámetro interno 0.64 mm diámetro externo 1.20 mm. Rollo con 30.5 M.,ENV,12,PZA,generico,SI,28/02/2020
4302,0609533203,Tubos. De elastómero de silicón grado médico para canalización de vasos. Diámetro interno 0.76 mm diámetro externo 1.65 mm. Rollo con 30.5 M.,ENV,1,RLL,generico,SI,28/02/2020
4303,0609533252,Tubos. De elastómero de silicón grado médico para canalización de vasos. Diámetro interno 1.02 mm diámetro externo 2.16 mm. Rollo con 30.5 M.,ENV,1,RLL,generico,SI,28/02/2020
4304,0609533260,Tubos. Tubo flexible de polivinilo. Diámetro interno: 8.00 mm. Diámetro externo:  11.1 mm. Rollo de 12 M.,ENV,1,PZA,generico,SI,28/02/2020
4305,0609533278,Conectores. Flexible de plástico para espirometría. Diámetro 38 mm longitud 120 cm.  Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4306,0609533286,Tubos. De vidrio refractario para dacriocistorrinostomía Lester Jones. 3.0 x 19 mm. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4307,0609533302,Tubos. De vidrio refractario para dacriocistorrinostomía Lester Jones. 3.0 x 20 mm. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4308,0704260017,Tubos. De vidrio refractario para dacriocistorrinostomía Lester Jones. 3.0 x 21 mm. Pieza.,ENV,1,PZA,generico,SI,28/02/2020
4309,0704260025,Tubos. De vidrio refractario para dacriocistorrinostomía Lester Jones. 2.5 x 19.5 mm. Pieza.,,,,generico,SI,28/02/2020
4310,0704260363,Eyectores. Para saliva de plástico desechable.Envase con 100 piezas.,ENV,1,CONC,generico,SI,28/02/2020
4311,0704260371,Válvulas.  Para derivación de líquido cefalorraquídeo de resorte presión muy baja de 15 a 40 mm de H2O catéter cefálico o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Adulto Pieza.,ENV,828,ML.,generico,SI,28/02/2020
4312,0705750099,Válvulas.  Para derivación de líquido cefalorraquídeo de resorte presión baja de 40 a 80 mm de H2O catéter cefálico o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Adulto Pieza.,ENV,1,LT.,generico,SI,28/02/2020
4313,0705800126,Válvulas.  Para derivación de líquido cefalorraquídeo de resorte presión media de 80 a 120 mm de H2O catéter cefálico o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Adulto Pieza.,FCO,50,ML.,generico,SI,28/02/2020
4314,0705800134,Válvulas.  Para derivación de líquido cefalorraquídeo de resorte presión alta de 120 a 170 mm de H2O catéter cefálico o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Adulto Pieza.,,,,generico,SI,28/02/2020
4315,0705800142,Válvulas.  Para derivación de líquido cefalorraquídeo de resorte presión muy alta de 170 a 230 mm de H2O catéter cefálico o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Adulto Pieza.,FCO,50,ML.,generico,SI,28/02/2020
4316,0705800159,Válvulas.  Para  derivación  de  líquido  cefalorraquídeo  de  diafragma presión muy baja de 15 a 40 mm de H2O catéter cefálico o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85  cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Adulto Pieza.,FCO,150,ML.,generico,SI,28/02/2020
4317,0705810091,Válvulas.  Para  derivación  de  líquido  cefalorraquídeo  de  diafragma presión  baja  de  40  a  80 mm  de  H2O  catéter  cefálico  o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85  cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Adulto Pieza.,,,,generico,SI,28/02/2020
4318,0705810109,Válvulas.  Para  derivación  de  líquido  cefalorraquídeo  de  diafragma presión media  de  80  a  120 mm  de  H2O  catéter  cefálico  o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Adulto Pieza.,FCO,20,ML.,generico,SI,28/02/2020
4319,0705810117,Válvulas.  Para  derivación  de  líquido  cefalorraquídeo  de  diafragma presión  alta  de  120  a  170  mm  de  H2O  catéter  cefálico  o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Adulto Pieza.,FCO,50,ML.,generico,SI,28/02/2020
4320,0705810125,Válvulas. Para derivación de líquido cefalorraquídeo de diafragma presión muy alta de 170 a 230 mm de H2O catéter cefálico o ventricular de 13 cm mínimo de longitud y catéter peritoneal de 90 cm mínimo de longitud. Tamaños: Adulto Pieza.,FCO,100,ML.,generico,SI,28/02/2020
4321,0705810133,Válvulas.  Para derivación de líquido cefalorraquídeo de resorte presión muy baja de 15 a 40 mm de H2O catéter cefálico o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Infantil Pieza.,ENV,200,ML.,generico,SI,28/02/2020
4322,0705810141,Válvulas. Para derivación de líquido cefalorraquídeo de resorte presión baja de 40 a 80 mm de H2O catéter cefálico o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Infantil Pieza.,ENV,500,ML.,generico,SI,28/02/2020
4323,0705810158,Válvulas. Para derivación de líquido cefalorraquídeo de resorte presión media de 80 a 120 mm de H2O catéter cefálico o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Infantil Pieza.,FCO,50,ML.,generico,SI,28/02/2020
4324,0705810166,Válvulas. Para derivación de líquido cefalorraquídeo de resorte presión alta de 120 a 170 mm de H2O catéter cefálico o ventricular de 15 cm mínimo de longitud y catéter peritoneal de 85 cm mínimo de longitud. Incluye: aditamentos para su colocación. Estéril y desechable. Tamaños: Infantil Pieza.,FCO,100,ML.,generico,SI,28/02/2020
