id,clave,descripcion,unidad,cantidad,tipo,caracteristicas,controlado,red frio,fecha,consejo,focales,atc,estatus
569,010000273601,Dieta Elemental. Polvo Contenido En:      Energía Unidad kcal 100G Mínimo 373.00 Máximo 386.00 100Ml Mínimo 99.00 Máximo 103.45 Hidratos de carbono Unidad g 100G Mínimo 71.00 Máximo 78.50 100Ml Mínimo 19.00 Máximo 21.04 Proteínas Unidad g 100G Mínimo 14.25 Máximo 17.00 100Ml Mínimo 3.80 Máximo 4.75 Grasas Unidad g 100G Mínimo 1.00 Máximo 2.50 100Ml Mínimo 0.27 Máximo 0.70 Vitamina A Unidad U.I. 100G Mínimo 930.00 Máximo 1472.84 100Ml Mínimo 250.00 Máximo 397.00 Vitamina D Unidad U.I. 100G Mínimo 74.00 Máximo 120.00 100Ml Mínimo 20.00 Máximo 32.16 Vitamina E Unidad U.I. 100G Mínimo 5.59 Máximo 9.35 100Ml Mínimo 1.50 Máximo 2.50 Acido ascórbico Unidad mg 100G Mínimo 25.00 Máximo 69.00 100Ml Mínimo 6.60 Máximo 18.50 Acido fólico Unidad µg 100G Mínimo 150.00 Máximo 250.00 100Ml Mínimo 40.00 Máximo 80.00 Tiamina Unidad mg 100G Mínimo 0.55 Máximo 0.60 100Ml Mínimo 0.15 Máximo 0.16 Riboflavina Unidad mg 100G Mínimo 0.65 Máximo 0.95 100Ml Mínimo 0.15 Máximo 0.25 Niacina Unidad mg 100G Mínimo 8.20 Máximo 10.55 100Ml Mínimo 2.16 Máximo 2.85 Vitamina B6 Unidad mg 100G Mínimo 0.65 Máximo 0.86 100Ml Mínimo 0.17 Máximo 0.23 Vitamina B12 Unidad µg 100G Mínimo 2.34 Máximo 3.14 100Ml Mínimo 0.61 Máximo 0.84 Biotina Unidad µg 100G Mínimo 49.21 Máximo 156.72 100Ml Mínimo 13.12 Máximo 42.00 Acido pantoténico Unidad mg 100G Mínimo 4.07 Máximo 5.27 100Ml Mínimo 1.07 Máximo 1.41 Vitamina K Unidad µg 100G Mínimo 10.82 Máximo 20.30 100Ml Mínimo 2.90 Máximo 5.33 Colina Unidad mg 100G Mínimo 30.12 Máximo 135.85 100Ml Mínimo 8.07 Máximo 35.66 Calcio Unidad mg 100G Mínimo 185.80 Máximo 210.10 100Ml Mínimo 49.79 Máximo 55.67 Fósforo Unidad mg 100G Mínimo 185.80 Máximo 221.46 100Ml Mínimo 49.79 Máximo 59.35 Yodo Unidad µg 100G Mínimo 27.98 Máximo 34.00 100Ml Mínimo 7.50 Máximo 9.00 Hierro Unidad mg 100G Mínimo 3.35 Máximo 4.30 100Ml Mínimo 0.90 Máximo 1.30 Magnesio Unidad mg 100G Mínimo 69.14 Máximo 84.34 100Ml Mínimo 18.53 Máximo 22.26 Cobre Unidad mg 100G Mínimo 0.40 Máximo 0.41 100Ml Mínimo 0.11 Máximo 0.12 Zinc Unidad mg 100G Mínimo 3.09 Máximo 4.70 100Ml Mínimo 0.81 Máximo 1.25 Manganeso Unidad mg 100G Mínimo 0.37 Máximo 0.80 100Ml Mínimo 0.10 Máximo 0.21 Potasio Unidad mg 100G Mínimo 284.00 Máximo 435.00 100Ml Mínimo 76.00 Máximo 114.00 Sodio Unidad mg 100G Mínimo 104.45 Máximo 232.50 100Ml Mínimo 37.64 Máximo 62.31 Cloro Unidad mg 100G Mínimo 230.67 Máximo 355.50 100Ml Mínimo 61.82 Máximo 95.28 Selenio Unidad µg 100G Mínimo 13.10 Máximo 18.66 100Ml Mínimo 3.44 Máximo 5.00 Cromo Unidad µg 100G Mínimo 6.38 Máximo 25.20 100Ml Mínimo 1.71 Máximo 6.67 Molibdeno Unidad µg 100G Mínimo 15.70 Máximo 32.15 100Ml Mínimo 4.17 Máximo 8.44 Histidina Unidad g 100G Mínimo 0.30 Máximo 0.36 100Ml Mínimo 0.08 Máximo 0.10 Isoleucina Unidad g 100G Mínimo 1.17 Máximo 1.30 100Ml Mínimo 0.31 Máximo 0.35 Leucina Unidad g 100G Mínimo 2.36 Máximo 2.55 100Ml Mínimo 0.63 Máximo 0.69 Lisina Unidad g 100G Mínimo 0.72 Máximo 1.10 100Ml Mínimo 0.19 Máximo 0.27 Metionina y cisteína Unidad g 100G Mínimo 0.31 Máximo 0.58 100Ml Mínimo 0.08 Máximo 0.25 Fenilalanina y tirosina Unidad g 100G Mínimo 0.85 Máximo 1.18 100Ml Mínimo 0.22 Máximo 0.31 Treonina Unidad g 100G Mínimo 0.57 Máximo 0.65 100Ml Mínimo 0.15 Máximo 0.17 Triptofano Unidad g 100G Mínimo 0.18 Máximo 0.19 100Ml Mínimo 0.04 Máximo 0.05 Valina Unidad g 100G Mínimo 1.17 Máximo 1.30 100Ml Mínimo 0.31 Máximo 0.35 Arginina Unidad g 100G Mínimo 1.08 Máximo 1.90 100Ml Mínimo 0.29 Máximo 0.49 Acido aspártico Unidad g 100G Mínimo 0.40 Máximo 1.05 100Ml Mínimo 0.11 Máximo 0.28 Serina Unidad g 100G Mínimo 0.20 Máximo 0.48 100Ml Mínimo 0.05 Máximo 0.13 Glutamina Unidad g 100G Mínimo 1.83 Máximo 3.80 100Ml Mínimo 0.49 Máximo 0.99 Prolina Unidad g 100G Mínimo 0.00 Máximo 0.75 100Ml Mínimo 0.00 Máximo 0.20 Glicina Unidad g 100G Mínimo 0.38 Máximo 0.67 100Ml Mínimo 0.04 Máximo 0.16 Alanina Unidad g 100G Mínimo 0.40 Máximo 0.75 100Ml Mínimo 0.11 Máximo 0.20 Taurina Unidad mg 100G Mínimo 0.00 Máximo 25.20 100Ml Mínimo 0.00 Máximo 6.67 Carnitina Unidad mg 100G Mínimo 0.00 Máximo 25.20 100Ml Mínimo 0.00 Máximo 6.67 Envase con 10 sobres con 79.5 a 80.4 g cada uno.,ENV,1,ENV,,0,0,28/02/2020,,,,
570,010000273700,Aminoacidos con Electrolitos. Solución Inyectable Al 8.5%. Cada 100ml Contiene: L- Isoleucina Unidad mg Mínimo 400 Máximo 620 L- Leucina Unidad mg Mínimo 520 Máximo 810 L- Lisina Unidad mg Mínimo 490 Máximo 870 L- Metionina Unidad mg Mínimo 250 Máximo 500 L- Fenilalanina Unidad mg Mínimo 380 Máximo 720 L- Treonina Unidad mg Mínimo 340 Máximo 460 L- Triptofano Unidad mg Mínimo 130 Máximo 160 L- Valina Unidad mg Mínimo 390 Máximo 680 Histidina Unidad mg Mínimo 240 Máximo 380 Cisteína o cistina Unidad mg Mínimo 0 Máximo 80 Tirosina Unidad mg Mínimo 30 Máximo 50 L- Alanina Unidad mg Mínimo 390 Máximo 1760 L- Arginina Unidad mg Mínimo 430 Máximo 880 L- Prolina Unidad mg Mínimo 350 Máximo 1000 L- Serina Unidad mg Mínimo 0 Máximo 930 Glicina (ac. Aminoacético) Unidad mg Mínimo 460 Máximo 1760 L-taurina Unidad mg Mínimo 0 Máximo 200 Acetato de sodio Unidad mEq/l Mínimo 70 Máximo 594 Potasio Unidad mEq/l Mínimo 60 Máximo 66 Cloruro de magnesio Unidad mg Mínimo 0 Máximo 102 Cloruro de sodio Unidad mg Mínimo 154 Máximo 410 Fosfato dibásico de potasio Unidad mg Mínimo 400 Máximo 522 Acido L- Aspártico Unidad mg Mínimo 0 Máximo 410 Acido glutámico Unidad mg Mínimo 0 Máximo 710 Nitrógeno total Unidad g/l Mínimo 13.5 Máximo 16 *Pueden o no venir en la fórmula lo cual no modifica el efecto terapéutico deseado. Presentación 500 ml.,ENV,500,ML,,0,0,28/02/2020,,,,
571,010000273800,Aminoacidos Cristalinos. Solucion Inyectable Al 10% Adultos Cada 100ml Contiene    L- Isoleucina Unidad mg Mínimo 490 Máximo 720 L- Leucina Unidad mg Mínimo 719 Máximo 940 L- Lisina Unidad mg Mínimo 599 Máximo 720 L- Metionina Unidad mg Mínimo 294 Máximo 440 L- Fenilalanina Unidad mg Mínimo 440 Máximo 845 L- Treonina Unidad mg Mínimo 414 Máximo 520 L- Triptofano Unidad mg Mínimo 153 Máximo 210 L- Valina Unidad mg Mínimo 572 Máximo 800 Histidina Unidad mg Mínimo 290 Máximo 473 Cisteína o cistina Unidad mg Mínimo 0 Máximo 110 Tirosina Unidad mg Mínimo 0 Máximo 100 L- Alanina Unidad mg Mínimo 458 Máximo 2040 L- Arginina Unidad mg Mínimo 505 Máximo 1134 L- Prolina Unidad mg Mínimo 300  Máximo 1174 L- Serina Unidad mg Mínimo 420 Máximo 1092 L- Taurina Unidad mg Mínimo 0 Máximo 20 Glicina (ac. Aminoacético) Unidad mg Mínimo 540 Máximo 1280 Acido L- Aspártico Unidad mg Mínimo 0 Máximo 481 Acido glutámico Unidad mg Mínimo 0 Máximo 834 Acetato Unidad mEq/l Mínimo 0 Máximo 74 Potasio Unidad mEq/l Mínimo 0 Máximo 0.55 Nitrógeno total. Unidad g/l Mínimo 15.5 Máximo 16.5 Pueden o no venir en la fórmula lo cual no modifica el efecto terapéutico deseado. Presentación 500 ml,ENV,1,ENV,,0,0,28/02/2020,,,,
572,010000273900,Dieta Polimerica A Base De Caseinato De Calcio O Proteinas Grasas Vitaminas Minerales. Polvo Cada 100 gramos contiene: Densidad energética Unidad Kcal/ml Mínimo 0.99 Máximo 1.06 Calorías Unidad Kcal Mínimo 412.5 Máximo 441.7 Hidratos de carbono Unidad g Mínimo 58.50 Máximo 68.00 Proteína: Unidad g Mínimo 15.80 Máximo 17.50 Histidina Unidad g Mínimo 0.40 Máximo 0.5600 Isoleucina Unidad g Mínimo 0.7035 Máximo 1.0135 Leucina Unidad g Mínimo 1.4050 Máximo 1.7670 Lisina Unidad g Mínimo 1.1080 Máximo 1.4525 Metionina Unidad g Mínimo 0.3925 Máximo 0.5256 Fenilalanina Unidad g Mínimo 0.7810 Máximo 0.9450 Treonina Unidad g Mínimo 0.6466 Máximo 0.8050 Triptofano Unidad g Mínimo 0.1833 Máximo 0.2450 Valina Unidad g Mínimo 0.8553 Máximo 1.2950 Arginina Unidad g Mínimo 0.6165 Máximo 0.6650 Acido aspártico Unidad g Mínimo 1.0500 Máximo 1.2310 Serina Unidad g Mínimo 0.8750 Máximo 0.8910 Acido glutámico Unidad g Mínimo 3.0100 Máximo 3.3530 Prolina Unidad g Mínimo 1.4700 Máximo 1.5630  Glicina Unidad g Mínimo 0.2800 Máximo 0.3380 Alanina Unidad g Mínimo 0.4375 Máximo 0.4910 Cistina Unidad g Mínimo 0.0980 Máximo 0.7000 Tirosina Unidad g Mínimo 0.7414 Máximo 1.0150 Grasas Unidad g Mínimo 9.0 Máximo 15.80 Acidos grasos saturados Unidad g Mínimo 0.96 Máximo 2.30 Acido palmítico Unidad g Mínimo 0.67 Máximo 1.77 Acido esteárico Unidad g Mínimo 0.29 Máximo 0.36 Grasos insaturados Unidad g Mínimo 7.20 Máximo 12.62 Linoleico Unidad g Mínimo 5.8 Máximo 8.50 Linolénico Unidad g Mínimo 0.20 Máximo 0.20 Oleico Unidad g Mínimo 1.20 Máximo 4.00 Relación polinsaturados/saturados Unidad g Mínimo 0.11 Máximo 8.20 Colesterol Unidad g Mínimo 0.00 Máximo 0.02 Vitamina A Unidad U.I. Mínimo 1028.0 Máximo 1170.0 Vitamina D Unidad U.I. Mínimo 90.10 Máximo 96.00 Vitamina E Unidad mg Mínimo 10.20 Máximo 15.00 Acido ascórbico Unidad mg Mínimo 20.00 Máximo 68.00 Acido fólico Unidad µg Mínimo 122.00 Máximo 200.00 Tiamina Unidad mg Mínimo 0.70 Máximo 0.72 Riboflavina Unidad mg Mínimo 0.70 Máximo 0.80 Niacina Unidad mg Mínimo 9.00 Máximo 10.00 Vitamina B6 Unidad mg Mínimo 0.90 Máximo 1.00 Vitamina B12 Unidad µg Mínimo 2.70 Máximo 3.10 Biotina Unidad µg Mínimo 61.00 Máximo 150.00 Acido pantoténico Unidad mg Mínimo 2.40 Máximo 5.00 Vitamina K Unidad µg Mínimo 18.00 Máximo 44.10 Colina Unidad mg Mínimo 0.0 Máximo 136.00 Calcio Unidad mg Mínimo 225.20 Máximo 325.20 Fósforo Unidad mg Mínimo 225.20 Máximo 268.80 Yodo Unidad µgMínimo 34.00 Máximo 44.00 Hierro Unidad mg Mínimo 4.10 Máximo 5.00 Magnesio Unidad mg Mínimo 90.10 Máximo 105.00 Cobre Unidad mg Mínimo 0.50 Máximo 0.52 Zinc Unidad mg Mínimo 4.30 Máximo 5.40 Manganeso Unidad mg Mínimo 0.90  Máximo 1.20 Potasio Unidad mg Mínimo 515.00 Máximo 860.00 Sodio Unidad mg Mínimo 130.00 Máximo 360.00 Cloro Unidad mg Mínimo 300.00 Máximo 610.00 Selenio Unidad µg Mínimo 0.0 Máximo 19.00 Cromo Unidad µg Mínimo 0.0 Máximo 22.5 Molibdeno Unidad µg Mínimo 0.0 Máximo 38.00 Envase con 400 - 454 gramos con o sin sabor.,ENV,1,ENV,,0,0,28/02/2020,,,,
573,010000274000,Lípidos intravenosos. Emulsión Inyectable (lípidos de cadena mediana y larga al 20%; soya/triglicéridos). Cada 1000 ml contienen: Aceite de soya 100 g. Triglicéridos de cadena mediana 100 g. Cada ml proporciona 1.9 Kcal. Envase con 500 ml.,ENV,500,ML,,0,0,28/02/2020,,,,
574,010000274200,Alanina y levoglutamina. Solución Inyectable. Cada 100 ml contienen: N-(2)-L-alanil- L-glutamina 20 g equivalente a 8.20 g de L-alanina y 13.46 g de L-glutamina Envase con 50 ml.,ENV,50,ML,,0,0,28/02/2020,,,,
575,010000274201,Alanina y levoglutamina. Solución Inyectable Cada 100 ml contienen: N-(2)-L-alanil- L-glutamina 20 g equivalente a 8.20 g de L-alanina y 13.46 g de L-glutamina Envase con 100 ml.,ENV,100,ML,,0,0,28/02/2020,,,,
576,010000274400,Lípidos intravenosos. Emulsión Inyectable (lípidos de cadena larga al 20 %; oliva/soya) Cada 100 ml contienen: Aceite de oliva 16 g. Aceite de soya 4 g. Envase con 500 ml.,ENV,500,ML,,0,0,28/02/2020,,,,
577,010000274500,Lípidos intravenosos: aceite de pescado (ácidos grasos). Emulsión inyectable. Cada 100 ml contienen: Aceite de pescado 10.0 g. Envase con 50 ml.,ENV,50,ML,,0,0,28/02/2020,,,,
578,010000274501,Lípidos intravenosos: aceite de pescado (ácidos grasos). Emulsión Inyectable. Cada 100 ml contienen: Aceite de pescado 10.0 g Envase con 100 ml.,ENV,100,ML,,0,0,28/02/2020,,,,
579,010000280100,Zinc y fenilefrina. Solución Oftálmica Cada ml contiene: Sulfato de Zinc heptahidratado 2.5 mg Clorhidrato de fenilefrina 1.2 mg Envase con gotero integral con 15 ml,ENV,1,F.G.,,0,0,28/02/2020,,,,
580,010000280400,Nafazolina. Solución Oftálmica Cada ml contiene: Clorhidrato de Nafazolina 1 mg Envase con gotero integral con 15 ml.,FCO,15,ML,,0,0,28/02/2020,,,,
581,010000280600,Cromoglicato de sodio. Solución Oftálmica Cada ml contiene: Cromoglicato de sodio 40 mg Envase con gotero integral con 5 ml.,FCO,5,ML,,0,0,28/02/2020,,,,
582,010000281400,Hipromelosa. Solución Oftálmica al 0.5% Cada ml contiene: Hipromelosa 5 mg Envase con gotero integral con 15 ml.,ENV,1,F.G.,,0,0,28/02/2020,,,,
583,010000282100,Cloranfenicol. Solución oftálmica. Cada ml contiene: Cloranfenicol levógiro 5 mg Envase con gotero integral con 15 ml.,ENV,15,ML,,0,0,28/02/2020,,,,
584,010000282200,Cloranfenicol. Ungüento oftálmico. Cada g contiene: Cloranfenicol levógiro 5 mg Envase con 5 g.,ENV,1,TBO,,0,0,28/02/2020,,,,
585,010000282300,Neomicina polimixina b y gramicidina. Solución Oftálmica Cada ml contiene: Sulfato de Neomicina equivalente a 1.75 mg de Neomicina. Sulfato de Polimixina B equivalente a 5 000 U de Polimixina B. Gramicidina 25 µg Envase con gotero integral con 15 ml.,ENV,1,F.G.,,0,0,28/02/2020,,,,
586,010000282400,Neomicina polimixina b y bacitracina. Ungüento Oftálmico Cada gramo contiene: Sulfato de neomicina equivalente a 3.5 mg de neomicina. Sulfato de polimixina B equivalente a 5 000 U de polimixina B Bacitracina 400 U Envase con 3.5 g.,ENV,1,TBO,,0,0,28/02/2020,,,,
587,010000282600,Idoxuridina. Ungüento Oftálmico al 0.5 % Cada 100 g contiene: Idoxuridina 0.5 g Envase con 3 g.,,,,,,,28/02/2020,,,,
588,010000282601,Idoxuridina. Ungüento Oftálmico al 0.5 % Cada 100 g contiene: Idoxuridina 0.5 g Envase con 7 g.,,,,,,,28/02/2020,,,,
589,010000282700,Idoxuridina. Solución Oftálmica al 0.1% Cada 100 ml contiene: Idoxuridina: 0.1 g Envase con gotero integral con 5 ml.,,,,,,,28/02/2020,,,,
590,010000282800,Gentamicina. Solución Oftálmica. Cada ml contiene: Sulfato de gentamicina equivalente a 3 mg de gentamicina. Envase con gotero integral con 5 ml.,ENV,1,F.G.,,0,0,28/02/2020,,,,
591,010000282900,Sulfacetamida. Solución Oftálmica Cada ml contiene: Sulfacetamida sódica 0.1 g Envase con gotero integral con 15 ml.,FCO,15,ML,,0,0,28/02/2020,,,,
592,010000283000,Aciclovir. Ungüento Oftálmico Cada 100 gramos contienen Aciclovir 3 g Envase con 4.5 g.,TBO,1,TBO,,0,0,28/02/2020,,,,
593,010000284100,Prednisolona. Solución Oftálmica Cada ml contiene: Fosfato sódico de prednisolona equivalente a 5 mg de fosfato de prednisolona Envase con gotero integral con 5 ml.,ENV,5,ML,,0,0,28/02/2020,,,,
594,010000285100,Pilocarpina. Solución Oftálmica al 2% Cada ml contiene: Clorhidrato de pilocarpina 20 mg Envase con gotero integral con 15 ml.,ENV,15,ML,,0,0,28/02/2020,,,,
595,010000285200,Pilocarpina. Solución Oftálmica al 4% Cada ml contiene: Clorhidrato de pilocarpina 40 mg Envase con gotero integral con 15 ml.,ENV,15,ML,,0,0,28/02/2020,,,,
596,010000285800,Timolol. Solución Oftálmica Cada ml contiene: Maleato de timolol equivalente a 5 mg de timolol. Envase con gotero integral con 5 ml.,ENV,5,ML,,0,0,28/02/2020,,,,
597,010000287100,Fenilefrina. Solución Oftálmica Cada ml contiene: Clorhidrato de fenilefrina 100 mg Envase con gotero integral con 15 ml.,ENV,15,ML,,0,0,28/02/2020,,,,
598,010000287200,Atropina. Solución Oftálmica Cada ml contiene: Sulfato de Atropina 10 mg Envase con gotero integral con 15 ml.,ENV,15,ML,,0,0,28/02/2020,,,,
599,010000287300,Atropina. Ungüento Oftálmico Cada g contiene: Sulfato de atropina 10 mg Envase con 3 g.,ENV,1,PZA,,0,0,28/02/2020,,,,
600,010000287400,Homatropina. Solución Oftálmica Cada 100 ml contienen: Bromhidrato de Homatropina 2 g Envase con gotero integral con 5 ml.,ENV,1,F.G.,,0,0,28/02/2020,,,,
601,010000289100,Proximetacaína. Solución Oftálmica Cada ml contiene: Clorhidrato de Proximetacaína 5 mg Envase con gotero integral con 15 ml.,,,,,,,28/02/2020,,,,
602,010000289300,Hipromelosa. Solución Oftálmica al 2% Cada ml contiene: Hipromelosa 20 mg Envase con gotero integral con 15 ml.,ENV,1,F.G.,,0,0,28/02/2020,,,,
603,010000289900,Cloruro de sodio. Pomada o Solución Oftálmica Cada gramo o ml contiene: Cloruro de sodio 50 mg Envase con 7 g o con gotero integral con 10 ml.,ENV,1,F.G.,,0,0,28/02/2020,,,,
604,010000290000,Acetilcolina cloruro de. Solución Oftálmica. Cada frasco ámpula con liofilizado contiene: Cloruro de Acetilcolina 20 mg Envase con un frasco ámpula con liofilizado y ampolleta con 2 ml de diluyente.,ENV,1,F.A.,,0,0,28/02/2020,,,,
605,010000300100,Tiotepa. Solución Inyectable Cada frasco ámpula con polvo contiene: Tiotepa 15 mg Envase con un frasco ámpula.,,,,,,,28/02/2020,,,,
606,010000300300,Dacarbazina. Solución Inyectable Cada frasco ámpula con polvo contiene: Dacarbazina 200 mg Envase con un frasco ámpula,ENV,1,F.A.,,NO,SI,28/02/2020,,,,
607,010000301200,Fluorouracilo. Solución Inyectable. Cada ampolleta o frasco ámpula contiene: Fluorouracilo 250 mg. Envase con 10 ampolletas o frascos ámpula con 10 ml.,ENV,10,AFA,,NO,NO,28/02/2020,,,,
608,010000302200,Mitomicina. Solución Inyectable Cada frasco ámpula con polvo contiene: Mitomicina 5 mg Envase con un frasco ámpula.,ENV,1,F.A.,,NO,NO,28/02/2020,,,,
609,010000304400,Medroxiprogesterona. Tableta Cada Tableta contiene: Acetato de Medroxiprogesterona 10 mg Envase con 10 Tabletas.,ENV,10,TAB,,0,0,28/02/2020,,,,
610,010000304500,Medroxiprogesterona. Suspensión Inyectable Cada frasco ámpula o jeringa prellenada contiene: Acetato de Medroxiprogesterona 150 mg Envase con una frasco ámpula o jeringa prellenada de 1 ml.,ENV,1,FAJ,,0,0,28/02/2020,Planificación familiar,,,Incluido
611,010000304600,Cisplatino. Solución Inyectable El frasco ámpula con liofilizado o Solución contiene: Cisplatino 10 mg Envase con un frasco ámpula.,ENV,1,F.A.,,NO,NO,28/02/2020,,,,
612,010000304700,Tamoxifeno. Tableta Cada Tableta contiene: Citrato de tamoxifeno equivalente a 20 mg de tamoxifeno Envase con 14 Tabletas.,ENV,14,TAB,,NO,NO,28/02/2020,Oncología,,,Incluido
613,010000304800,Goserelina. Implante de Liberación Prolongada Cada Implante contiene: Acetato de goserelina equivalente a 3.6 mg de goserelina base. Envase con Implante cilíndrico estéril en una jeringa lista para su aplicación.,ENV,1,JGO,,NO,NO,28/02/2020,Oncología,,,Incluido
614,010000304900,Goserelina. Implante de Liberación Prolongada Cada Implante contiene: Acetato de goserelina equivalente a 10.8 mg de goserelina. Envase con una jeringa que contiene un Implante cilíndrico estéril.,ENV,1,JGO,,NO,NO,28/02/2020,Oncología,,,Incluido
615,010000305000,Bcg inmunoterapéutico. Suspensión Cada frasco ámpula con liofilizado contiene: Bacilo de Calmette-Guerin 81.00 mg equivalente a 1.8X108-19.2X108 UFC (unidades formadoras de colonias) Envase con un frasco ámpula con liofilizado y un frasco ámpula de 3 ml de diluyente.,ENV,1,ENV,,NO,0,28/02/2020,Oncología,,,Incluido
616,010000305500,Leuprorelina. Suspensión Inyectable Cada jeringa prellenada con polvo liofilizado o cada frasco ámpula con microesferas liofilizadas contiene: Acetato de leuprorelina 7.5 mg. Envase con jeringa prellenada con polvo liofilizado y jeringa prellenada con 0.3 ml con sistema de liberación.,ENV,1,ENV,,NO,SI,28/02/2020,Oncología,,,Incluido
617,010000305501,Leuprorelina. Suspensión Inyectable Cada jeringa prellenada con polvo liofilizado o cada frasco ámpula con microesferas liofilizadas contiene: Acetato de leuprorelina 7.5 mg. Envase con frasco ámpula con microesferas liofilizadas un frasco ámpula con 2 ml de diluyente y jeringa de 3 ml.,ENV,1,JGO,,NO,NO,28/02/2020,Oncología,,,Incluido
618,010000310200,Fenilefrina. Solución Nasal Cada ml contiene: Clorhidrato de fenilefrina 2.5 mg Envase con gotero integral con 15 ml.,ENV,15,ML,,0,0,28/02/2020,,,,
619,010000311100,Difenidol. Tableta. Cada tableta contiene: Clorhidrato de difenidol equivalente a 25 mg de difenidol Envase con 30 Tabletas.,ENV,30,TAB,,0,0,28/02/2020,,,,
620,010000311200,Difenidol. Solución Inyectable. Cada ampolleta contiene: Clorhidrato de difenidol equivalente a 40 mg de difenidol Envase con 2 ampolletas de 2 ml.,ENV,2,AMP,,0,0,28/02/2020,,,,
621,010000311300,Dimenhidrinato. Tableta Cada Tableta contiene: Dimenhidrinato 50 mg Envase con 24 Tabletas.,ENV,24,TAB,,0,0,28/02/2020,,,,
622,010000313200,Neomicina polimixina b fluocinolona y lidocaína. Solución Ótica Cada 100 ml contienen: Acetónido de fluocinolona 0.025 g Sulfato de Polimixina B equivalente a 1 000 000 U de polimixina B Sulfato de neomicina equivalente a 0.350 g de neomicina Clorhidrato de lidocaína 2.0 g Envase con gotero integral con 5 ml.,ENV,1,F.G.,,0,0,28/02/2020,,,,
623,010000314300,Epinastina. Tableta Cada Tableta contiene: Clorhidrato de epinastina 20 mg Envase con 10 Tabletas.,ENV,10,TAB,,0,0,28/02/2020,,,,
624,010000314500,Fexofenadina. Comprimido Cada Comprimido contiene: Clorhidrato de fexofenadina 120 mg Envase con 10 Comprimidos.,ENV,10,COMP,,0,0,28/02/2020,,,,
625,010000314600,Fexofenadina. Comprimido Cada Comprimido contiene: Clorhidrato de fexofenadina 180 mg Envase con 10 Comprimidos.,ENV,10,COMP,,0,0,28/02/2020,,,,
626,010000315000,Levocetirizina. Tableta Cada Tableta contiene: Diclorhidrato de Levocetirizina 5 mg Envase con 20 Tabletas.,ENV,20,TAB,,0,0,28/02/2020,,,,
627,010000326100,Flupentixol. Solución Inyectable Cada ampolleta contiene: decanoato de flupentixol 20 mg Envase con una ampolleta de 1 ml.,ENV,1,F.A.,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
628,010000326300,Flupentixol. Gragea Cada Gragea contiene: Diclorhidrato de flupentixol equivalente a 5 mg de flupentixol Envase con 20 Grageas.,ENV,20,GRA,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
629,010000326301,Flupentixol. Gragea Cada Gragea contiene: Diclorhidrato de flupentixol equivalente a 5 mg de flupentixol Envase con 30 Grageas,,,,,,,28/02/2020,,,,
630,010000326302,Flupentixol. Gragea Cada Gragea contiene: Diclorhidrato de flupentixol equivalente a 5 mg de flupentixol Envase con 50 Grageas.,,,,,,,28/02/2020,,,,
631,010000326400,Ziprasidona. Cápsula Cada Cápsula contiene: Clorhidrato de ziprasidona equivalente a 40 mg de ziprasidona. Envase con 28 Cápsulas,ENV,28,CAP,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
632,010000326500,Ziprasidona. Cápsula Cada Cápsula contiene: Clorhidrato de ziprasidona equivalente a 80 mg de ziprasidona. Envase con 28 Cápsulas,ENV,28,CAP,,NO,NO,28/02/2020,Psiquiatría,,,Incluido
633,010000330700,Atomoxetina. Cápsula Cada Cápsula contiene: Clorhidrato de atomoxetina equivalente a 10 mg de atomoxetina. Envase con 14 Cápsulas.,ENV,14,CAP,,0,0,28/02/2020,,,,
634,010000330800,Atomoxetina. Cápsula Cada Cápsula contiene: Clorhidrato de atomoxetina equivalente a 40 mg de atomoxetina. Envase con 14 Cápsulas.,ENV,14,CAP,,0,0,28/02/2020,,,,
635,010000330900,Atomoxetina. Cápsula Cada Cápsula contiene: Clorhidrato de atomoxetina equivalente a 60 mg de atomoxetina. Envase con 14 Cápsulas.,ENV,14,CAP,,0,0,28/02/2020,,,,
636,010000340000,Dipiridamol-ácido acetilsalicílico. Cápsula de Liberación Prolongada Cada Cápsula de Liberación Prolongada contiene: Dipiridamol 200 mg Acido acetilsalicílico 25 mg Envase con 60 Cápsulas de Liberación Prolongada,,,,,,,28/02/2020,,,,
637,010000340500,Acemetacina. Cápsula Cada Cápsula contiene: Acemetacina 60 mg Envase con 14 cápsulas.,ENV,14,CAP,,0,0,28/02/2020,,,,
638,010000340501,Acemetacina. Cápsula Cada Cápsula contiene: Acemetacina 60 mg Envase con 28 cápsulas.,ENV,28,CAP,,0,0,28/02/2020,,,,
639,010000340600,Acemetacina. Cápsula de Liberación Prolongada Cada Cápsula de Liberación Prolongada contiene: Acemetacina 90 mg Envase con 14 Cápsulas de Liberación Prolongada.,ENV,14,CAP,,0,0,28/02/2020,,,,
640,010000340601,Acemetacina. Cápsula de Liberación Prolongada Cada Cápsula de Liberación Prolongada contiene: Acemetacina 90 mg Envase con 28 Cápsulas de Liberación Prolongada.,ENV,28,CAP,,0,0,28/02/2020,,,,
641,010000340700,Naproxeno. Tableta Cada Tableta contiene: Naproxeno 250 mg Envase con 30 Tabletas.,ENV,30,TAB,,0,0,28/02/2020,,,,
