ID,CLAVE12,DESCRIPCION,UNIDAD,CANTI,TIPO,caracteristicas,redfrio,fecreg
6535,0808301063,Reactivos químicos. Éter etílico anhidro. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6536,0808301071,Reactivos Químicos. Eter de petróleo (35-60°C). RA. ACS. Cristales. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6537,0808301089,Reactivos Químicos. Eter de petróleo (35-60°C). RA. ACS. Cristales. Frasco con 1000 g. TA.,,,,generico,NO,28/02/2020
6538,0808301105,Reactivos Químicos. Ferricianuro de potasio. RA. ACS. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6539,0808301188,Reactivos Químicos Fluoruro de potasio. 2 H2O. RA. Cristales. Frasco 500 g. TA.,,,,generico,NO,28/02/2020
6540,0808301196,Reactivos Químicos Fluoruro de sodio. RA. ACS. Polvo. Frasco con 250 g. TA.,,,,generico,NO,28/02/2020
6541,0808301238,Reactivos Químicos Fosfato de sodio. 12 H2O. RA. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6542,0808301246,Reactivos Químicos Fosfato dibásico de potasio. 3 H2O.. RA. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6543,0808301261,Reactivos Químicos. Fosfato monobásico de potasio anhidro. RA. ACS. Cristales. Polvo. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6544,0808301279,Reactivos Químicos. Fosfato dibásico de sodio anhidro (Na2 H2 PO4). RA. ACS. Granulado. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6545,0808301287,Reactivos Químicos. Fosfato monobásico de sodio. H2O. RA. ACS. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6546,0808301303,Reactivos Químicos Ácido bórico. RA. ACS. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6547,0808301311,Reactivos Químicos Formaldehido (Formol) del 37 al 40%. RA. ACS. Frasco con 1 litro.  TA.,FCO,1,LTO,generico,NO,28/02/2020
6548,0808301329,Reactivos Químicos. Fucsina básica. QP. Polvo. Frasco con 100 g. TA,,,,generico,NO,28/02/2020
6549,0808301337,Reactivos Químicos Gelatina simple. Polvo. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6550,0808301345,Reactivos Químicos Giemsa polvo. QP. Frasco con 10 g. TA.,,,,generico,NO,28/02/2020
6551,0808301360,Reactivos Químicos Glicerina (mínimo 95%). RA. ACS. Frasco con 500 ml. TA.,FCO,500,ML.,generico,NO,28/02/2020
6552,0808301378,Reactivos Químicos Glicerina (mínimo 95%). RA. ACS. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6553,0808301410,Reactivos Químicos Grasa purificada para alto vacío. Frasco con 60 g. TA.,,,,generico,NO,28/02/2020
6554,0808301436,Reactivos Químicos Hematoxilina. QP. Polvo. Frasco con 25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6555,0808301444,Reactivos Químicos. Hidróxido de potasio. RA. ACS. Lentejas. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6556,0808301451,Reactivos Químicos. Hidróxido de sodio. RA. ACS. Lentejas. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6557,0808301469,Reactivos Químicos Hidroquinona. RA. Polvo. Frasco con 250 g.  TA.,,,,generico,NO,28/02/2020
6558,0808301477,Reactivos Químicos Hidroquinona. RA. Polvo. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6559,0808301501,Reactivos Químicos. Hidróxido de amonio (mínimo 58%). RA. ACS. Frasco con 500 ml. TA.,,,,generico,NO,28/02/2020
6560,0808301527,Reactivos Químicos. Hidróxido de bario. 8H2O. RA. ACS. Cristales. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6561,0808301543,Reactivos químicos. N-Heptano. RA. Frasco con 500 ml. TA.,,,,generico,NO,28/02/2020
6562,0808301584,Reactivos Químicos Nitrato férrico. 9 H2O. RA. ACS. Cristales. Frasco con 500 g. RA.,,,,generico,NO,28/02/2020
6563,0808301642,Reactivos químicos Dicloruro de histamina. RA. Cristales. Frasco con 1 g. RTC.,FCO,1,GR,generico,NO,28/02/2020
6564,0808301709,Reactivos Químicos Índigo carmín. Colorante biológico. Frasco con  25 g.  TA.,FCO,25,GR,generico,NO,28/02/2020
6565,0808301758,Reactivos Químicos. Nitrato de plata. RA. ACS. Cristales. Frasco con 100 g.,FCO,100,GR,generico,NO,28/02/2020
6566,0808301766,Reactivos Químicos. Nitrato de plata. RA. ACS. Cristales. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6567,0808301808,Reactivos Químicos Nitrato de potasio. Cristales. RA. Frasco con  500 g.  TA.,FCO,500,GR,generico,NO,28/02/2020
6568,0808301857,Reactivos Químicos. Nitrito de sodio. RA. ACS. Cristales. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6569,0808301907,Reactivos Químicos Orceína. Para microscopía. Frasco con 1 g. TA.,,,,generico,NO,28/02/2020
6570,0808301931,Reactivos Químicos. Nitrito de sodio. RA. ACS. Cristales. Frasco con 100 g. TA,,,,generico,NO,28/02/2020
6571,0808301956,Oxido de aluminio. Tipo E para cromatografía. Frasco con 250 g. TA.,,,,generico,NO,28/02/2020
6572,0808302053,Reactivos Químicos Oxalato de sodio. RA. ACS. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6573,0808302202,Reactivos Químicos Oxido rojo de mercurio. (óxido de mercurio). RA. ACS. Polvo. Frasco con 250 g.  TA.,FCO,250,GR,generico,NO,28/02/2020
6574,0808302400,Reactivos Químicos Parafina (con punto de fusión entre 56 °C a 58 °C). Técnico. Envase con 1000 g. TA.,ENV,1000,GR,generico,NO,28/02/2020
6575,0808302426,Reactivos Químicos. Cromato de potasio. RA. ACS. Cristales. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6576,0808302459,Reactivos Químicos Pardo de Bismarck Y. QP. Polvo. Frasco con 25 g. TA.,,,,generico,NO,28/02/2020
6577,0808302483,Polvos Polvo reacondicionador de cristales para afiladores de cuchillas. Frasco con 114 g. TA.,FCO,114,GR,generico,NO,28/02/2020
6578,0808302582,Sustancias Biológicas Medio para inclusión de tejidos. Para cortes en congelación. Frasco con 118 ml. TA.,FCO,118,ML.,generico,NO,28/02/2020
6579,0808302608,Reactivos químicos. Pentóxido de arsénico (anhídrido arsénico). RA. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6580,0808302657,Reactivos Químicos Permanganato de potasio. RA. ACS. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6581,0808302681,Reactivos químicos  Dicromato de sodio. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6582,0808302707,Reactivos Químicos. Peróxido de hidrógeno (solución al 30%). RA. Frasco con 500 ml. TA.,FCO,500,ML.,generico,NO,28/02/2020
6583,0808302806,Reactivos Químico.s. Piridina.  RA. Frasco con 500 g.  TA.,,,,generico,NO,28/02/2020
6584,0808303085,Reactivos Químicos Mostaza de quinacrina. Frasco con 1 g. CTC. (0 °C).,,,,generico,NO,28/02/2020
6585,0808303143,Reactivos Químicos. Aceite de inmersión de baja viscosidad para microscopía. Índice de refracción a n20 °C/1.515-1.517. Frasco con 100 ml. TA.,FCO,100,ML.,generico,NO,28/02/2020
6586,0808303150,"Reactivos Químicos Propilenglicol (1,2-propanodiol). Frasco con 1000 ml. TA.       ",FCO,1000,ML.,generico,NO,28/02/2020
6587,0808303176,Reactivos Químicos. Acetato de etilo. RA. Frasco con 1000 ml. TA.,,,,generico,NO,28/02/2020
6588,0808303192,Reactivos Químicos Acetato de plomo. 3 H2O. RA. Granulado. Frasco con 250 g. TA.,,,,generico,NO,28/02/2020
6589,0808303234,Reactivos Químicos Acetona. ACS. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6590,0808303259,Reactivos Químicos Resorcinol. RA. Frasco con 250 g.,,,,generico,NO,28/02/2020
6591,0808303283,Reactivos Químicos Ácido acético glacial (mínimo 99.7%). RA. ACS. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6592,0808303309,Reactivos Químicos Rojo congo. QP. Polvo. Frasco con 25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6593,0808303408,Reactivos químicos. Rojo de fenol. RA. ACS. Cristales. Frasco con 5 g. TA.,FCO,5,GR,generico,NO,28/02/2020
6594,0808303416,Reactivos químicos. Ácido benzoico. RA. ACS. Cristales. Frasco con 500 g.TA.,,,,generico,NO,28/02/2020
6595,0808303432,Reactivos Químicos Ácido cítrico. H2O. RA. ACS. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6596,0808303465,Reactivos Químicos Ácido clorhídrico fumante (mínimo 37%). RA. ACS. Frasco con 500 ml. TA.,FCO,500,ML.,generico,NO,28/02/2020
6597,0808303473,Reactivos Químicos Ácido clorhídrico fumante (mínimo 37%). RA. ACS. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6598,0808303481,Reactivos Químicos Ácido crómico. RA. Cristales. Frasco con 250 g. TA.,FCO,250,GR,generico,NO,28/02/2020
6599,0808303499,Reactivos Químicos Ácido etilendiaminotetracético dihidratado (versenato de sodio EDTA). RA. ACS. Polvo. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6600,0808303507,Reactivos Químicos Rojo de metilo. QP. Polvo. Frasco con 25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6601,0808303515,Reactivos Químicos. Ácido etilendiaminotetracético sal disódica. RA. Polvo. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6602,0808303523,Reactivos Químicos. Ácido fénico (fenol). RA. ACS. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6603,0808303526,Reactivos Químicos Acetona técnico. Lata con 18 L. TA.,LTA,18,LTS,generico,NO,28/02/2020
6604,0808303556,Reactivos Químicos Rojo neutro. Polvo. Frasco con 25 g. TA.,,,,generico,NO,28/02/2020
6605,0808303564,Reactivos Químicos Ácido fosfomolíbdico. RA. Cristales. Frasco con 100 g. TA.,FCO,100,GR,generico,NO,28/02/2020
6606,0808303580,Reactivos Químicos Ácido fórmico (98 a 100%). RA. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6607,0808303606,Reactivos Químicos Rojo nuclear rápido. Colorante biológico. Frasco con  5 g. TA.,FCO,5,GR,generico,NO,28/02/2020
6608,0808303614,Reactivos Químicos Rojo oleoso. QP. Polvo. Frasco con  10 g. TA.,FCO,10,GR,generico,NO,28/02/2020
6609,0808303622,Reactivos químicos Sacarosa (sucrosa). RA. ACS. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6610,0808303648,Reactivos Químicos Safranina O. QP. Polvo. Frasco con 25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6611,0808303655,Reactivos químicos Sephadex (varios tipos). Resina de intercambio iónico. RA. Polvo o granulado. Frasco con 200 g. TA.,,,,generico,NO,28/02/2020
6612,0808303713,Reactivos Químicos Sulfato de aluminio y amonio. RA. Cristales. Frasco con 500 g.,FCO,500,GR,generico,NO,28/02/2020
6613,0808303721,Reactivos Químicos Sulfato de aluminio y potasio. 24 H2O. RA. Cristales. Frasco con 453 g. TA.,,,,generico,NO,28/02/2020
6614,0808303739,Reactivos Químicos Sulfato de aluminio y potasio. 12 H2O. (alumbre de potasio). RA. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6615,0808303747,Reactivos Químicos. Sulfato de amonio. RA. ACS. Granulado. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6616,0808303754,Reactivos Químicos Sulfato de bario. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6617,0808303788,Reactivos Químicos Sulfato de Cobre. 5 H2O. RA. Cristales. ACS. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6618,0808303796,Reactivos Químicos Sulfato de cromo. RA. Frasco con 114 g. TA.,,,,generico,NO,28/02/2020
6619,0808303804,Reactivos químicos. Sulfato de magnesio anhidro. RA. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6620,0808303812,Reactivos Químicos. Sulfato de magnesio. 7H2O. RA. ACS. Cristales. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6621,0808303820,Reactivos Químicos Sulfato de sodio anhidro. RA. ACS. Cristales. Frasco de 500 g. TA.,,,,generico,NO,28/02/2020
6622,0808303879,Reactivos químicos. Ácido benzoico. RA. ACS. Cristales. Frasco con 100 g.TA.,,,,generico,NO,28/02/2020
6623,0808303887,Reactivos Químicos Hematoxilina. QP. Polvo. Frasco con 10 g. TA.,FCO,10,GR,generico,NO,28/02/2020
6624,0808303895,Reactivos Químicos Acetato de sodio anhidro. RA. Polvo. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6625,0808303903,Reactivos Químicos. Sulfato férrico de amonio. RA. ACS. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6626,0808303911,Reactivos químicos. Sulfato de zinc. 7H2O. RA. ACS. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6627,0808303945,Reactivos Químicos Ácido fosfotúngstico. RA. Cristales. Frasco con 100 g. TA.,FCO,100,GR,generico,NO,28/02/2020
6628,0808303952,Reactivos Químicos Sulfato ferroso. 7 H2O. RA. ACS. Cristales. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6629,0808304000,Reactivos Químicos Sulfito de sodio anhidro. Granulado. RA. ACS. Frasco con  300 g.  TA.,,,,generico,NO,28/02/2020
6630,0808304034,Reactivos Químicos Ácido molíbdico (molibdeno VI óxido) mínimo 85%. RA. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6631,0808304042,Reactivos Químicos. Ácido nítrico. RA. ACS. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6632,0808304059,Reactivos Químicos Sudán negro B. Colorante biológico. Frasco con 10 g. TA.,,,,generico,NO,28/02/2020
6633,0808304067,Reactivos Químicos Ácido nítrico técnico. Frasco con 1000 ml. TA.,,,,generico,NO,28/02/2020
6634,0808304075,Reactivos Químicos Ácido oxálico 2H2O. RA. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6635,0808304109,Reactivos químicos  Tartrato de sodio y potasio. 4H2O. RA. ACS. Granulado. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6636,0808304166,Reactivos Químicos. Ácido perclórico (mínimo al 70%). RA. ACS. Frasco con 1000 ml. TA.,,,,generico,NO,28/02/2020
6637,0808304174,Reactivos Químicos Ácido peryódico mínimo 95.5%. RA. Cristales. Frasco con 100 g. TA.,FCO,100,GR,generico,NO,28/02/2020
6638,0808304182,Reactivos Químicos Ácido pícrico. 10 H2O. RA. Cristales. Frasco con 500 g. TA,FCO,500,GR,generico,NO,28/02/2020
6639,0808304208,Reactivos químicos Tetracloruro de carbono. RA. ACS. Frasco con 1000 ml. TA.,,,,generico,NO,28/02/2020
6640,0808304216,Reactivos Químicos. Ácido salicílico. RA. ACS. Cristales. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6641,0808304299,Reactivos Químicos Ácido sulfúrico (96 a 98%). RA. ACS. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6642,0808304331,Reactivos químicos Ácido tánico. RA. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6643,0808304349,Reactivos Químicos Ácido DL tartárico. RA. ACS. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6644,0808304364,Reactivos Químicos. Ácido sulfúrico 2/3 N. Frasco con 500 ml. TA.,FCO,500,ML.,generico,NO,28/02/2020
6645,0808304380,Reactivos Químicos Ácido tricloracético. RA. ACS. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6646,0808304406,Reactivos Químicos Timol. NF. Cristales. Frasco con 100 g. TA.,FCO,100,GR,generico,NO,28/02/2020
6647,0808304489,Reactivos Químicos Tiosulfato de sodio (hiposulfito de sodio). RA. Granulado. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6648,0808304513,Reactivos Químicos Tolueno. RA. Frasco con 1000 ml. TA.,,,,generico,NO,28/02/2020
6649,0808304554,Reactivos Químicos. Alcohol n-amílico. RA. ACS. Frasco con 1000 ml. TA.,,,,generico,NO,28/02/2020
6650,0808304646,Reactivos Químicos. Alcohol etílico absoluto (etanol). RA. ACS. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6651,0808304653,Reactivos químicos Naftol AS-D cloro acetato. Frasco con 5 g. TA.,,,,generico,NO,28/02/2020
6652,0808304661,Reactivos Químicos. Alcohol isopropílico. RA. ACS. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6653,0808304679,Reactivos Químicos. Alcohol metílico. (libre de acetona). RA. ACS. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6654,0808304703,Reactivos Químicos Amarillo de metanilo. QP. Polvo. Frasco con 10 g. TA.,FCO,10,GR,generico,NO,28/02/2020
6655,0808304711,Reactivos Químicos Amarillo de metilo (dimetilaminoazobenceno). QP. Polvo. Frasco con 10 g. TA.,,,,generico,NO,28/02/2020
6656,0808304745,Reactivos Químicos. Anhídrido acético. RA. ACS. Frasco con 500 ml. TA.,,,,generico,NO,28/02/2020
6657,0808304802,Reactivos químicos. m-Arsenito de sodio. RA. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6658,0808304836,Reactivos químicos. Azida de sodio. Técnico. Polvo. Frasco con 100 g. TA.,,,,generico,NO,28/02/2020
6659,0808304893,Reactivos químicos. Azul de bromotimol Indicador. ACS. Cristales. Frasco con 25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6660,0808304935,Reactivos Químicos Azul de metileno. QP. Polvo. Frasco con 10 g. TA.,FCO,10,GR,generico,NO,28/02/2020
6661,0808304984,Reactivos Químicos Azul de toluidina. Polvo. Frasco con 25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6662,0808305007,Reactivos Químicos Azul de nilo. QP. Polvo. Frasco con 10 g.,,,,generico,NO,28/02/2020
6663,0808305023,Reactivos Químicos Benceno. RA. Frasco con 500 g.,,,,generico,NO,28/02/2020
6664,0808305031,Reactivos Químicos Benceno. RA. Frasco con 1000 g. TA.,,,,generico,NO,28/02/2020
6665,0808305049,Reactivos Químicos Bicarbonato de sodio. RA. ACS. Polvo. Frasco con 500 g. Ta.,FCO,500,GR,generico,NO,28/02/2020
6666,0808305080,Reactivos Químicos Tween 80 (monoleato de polioxietilensorbitán). QP. Frasco con 100 ml. TA.,,,,generico,NO,28/02/2020
6667,0808305098,Reactivos Químicos. Urea. RA. ACS. Cristales Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6668,0808305130,Reactivos Químicos Verde claro brillante. Polvo. Frasco con 25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6669,0808305148,Reactivos químicos. Verde de bromocresol. QP. Cristales. Frasco con 5 g. TA.,,,,generico,NO,28/02/2020
6670,0808305155,Reactivos Químicos. Molibdato de amonio. 4H2O. RA. ACS. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6671,0808305163,Reactivos Químicos Molibdato de sodio. 2 H2O. RA. Cristales. Frasco con 250 g. TA.,,,,generico,NO,28/02/2020
6672,0808305171,Reactivos Químicos Molibdato de sodio. 2 H2O. RA. Cristales. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6673,0808305197,Reactivos Químicos Verde malaquita. QP. Polvo. Frasco con 10 g. TA.,,,,generico,NO,28/02/2020
6674,0808305205,Reactivos Químicos Verde malaquita. QP. Polvo. Frasco con 25 g. TA,FCO,25,GR,generico,NO,28/02/2020
6675,0808305213,Reactivos Químicos Verde luz (verde rápido) FCF. QP. Polvo. Frasco con 10 g.,,,,generico,NO,28/02/2020
6676,0808305221,Reactivos Químicos Violeta de cresilo. QP. Polvo. Frasco con 5 g. TA.,,,,generico,NO,28/02/2020
6677,0808305239,Reactivos Químicos. Violeta cristal (Violeta de genciana) QP. Cristales. Frasco con 10 g. TA.,,,,generico,NO,28/02/2020
6678,0808305247,Reactivos Químicos. Violeta cristal (Violeta de genciana) QP. Cristales. Frasco con 25 g. TA,FCO,25,GR,generico,NO,28/02/2020
6679,0808305254,Reactivos Químicos Wright. QP. Cristales o polvo. Frasco con  25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6680,0808305262,Reactivos Químicos Xilol. RA. ACS. Frasco con  500 ml. TA.,,,,generico,NO,28/02/2020
6681,0808305270,Reactivos Químicos Xilol. RA. ACS. Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6682,0808305288,Reactivos químicos. D- xilosa. RA. Cristales. Frasco con 100 g. TA.,FCO,100,GR,generico,NO,28/02/2020
6683,0808305304,Reactivos Químicos Yodo. QP. Cristales. Frasco con 100 g. TA.,FCO,100,GR,generico,NO,28/02/2020
6684,0808305312,Reactivos Químicos Yoduro de potasio. RA. ACS. Cristales o granulado. Frasco con 100 g. TA.,FCO,100,GR,generico,NO,28/02/2020
6685,0808305320,Reactivos Químicos Yoduro de potasio. RA. ACS. Cristales o granulado. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6686,0808305338,Reactivos Químicos Yoduro de sodio. RA. Granulado. Frasco con 100 g.  TA.,,,,generico,NO,28/02/2020
6687,0808305387,Reactivos Químicos Acetato de amonio. RA. Cristales. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6688,0808305452,Reactivos Químicos Bicarbonato de potasio. RA. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6689,0808305650,Reactivos y juegos de reactivos para pruebas específicas Nicotinamida Adenina Dinucleótido. Fosfato sal monosódica (NADP). Frasco con 100 mg. RTC.,,,,generico,NO,28/02/2020
6690,0808305668,Reactivos químicos Nigrosina (soluble en alcohol). QP. Polvo. Frasco con 25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6691,0808305692,Reactivos Químicos Nitrato de litio. H2O. QP. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6692,0808305718,Reactivos químicos. Oxido de magnesio. RA. ACS. Frasco con 100 g. TA.,,,,generico,NO,28/02/2020
6693,0808305726,Reactivos Químicos Ácido 1-amino 2-naftol 4 sulfónico. Polvo. Frasco con 25 g. TA.,,,,generico,NO,28/02/2020
6694,0808305809,Reactivos químicos Trietanolamina. Líquido. RA. Frasco con 100 ml. TA.,,,,generico,NO,28/02/2020
6695,0808305833,Reactivos químicos Tritón X 100. Líquido. RA. Frasco con 500 ml. TA.,,,,generico,NO,28/02/2020
6696,0808305890,Reactivos Químicos. Hidróxido de sodio. RA. ACS. Lentejas. Frasco con 1000 g. TA.,,,,generico,NO,28/02/2020
6697,0808305924,Reactivos Químicos Rojo neutro. QP. Polvo. Frasco con 5 g. TA.,,,,generico,NO,28/02/2020
6698,0808305932,Reactivos Químicos Safranina O. QP. Polvo. Frasco con 10 g.  TA.,FCO,10,GR,generico,NO,28/02/2020
6699,0808305981,Reactivos Químicos Eosina B (Eosina azulada) de metileno. QP. Polvo. Frasco con 100 g. TA.,,,,generico,NO,28/02/2020
6700,0808305999,Reactivos Químicos. Fucsina básica. QP. Polvo. Frasco con 25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6701,0808306013,Reactivos y juegos de reactivos para pruebas específicas Determinación de mieloperoxidasa. Equipo. RTC.,ENV,1,EQP,generico,NO,28/02/2020
6702,0808306021,Reactivos Químicos Ácido 1-amino 2-naftol 4 sulfónico. Polvo. Frasco con 100 g. TA.,,,,generico,NO,28/02/2020
6703,0808306054,Reactivos Químicos Ácido acético glacial (mínimo 99.7%). RA. ACS. Frasco con 500 ml. TA,FCO,500,ML.,generico,NO,28/02/2020
6704,0808306245,Reactivos Químicos Resina sintética disuelta en Xilol (60%). Frasco con 1000 ml. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6705,0808306351,Reactivos Químicos Pardo de Bismarck R. QP. Polvo. Frasco con 25 g. TA.,,,,generico,NO,28/02/2020
6706,0808306385,Reactivos Químicos Verde claro brillante. Polvo. Frasco con 10 g.,,,,generico,NO,28/02/2020
6707,0808306393,Reactivos Químicos. Ácido sulfúrico. Técnico. Frasco con 3000 ml. TA.,,,,generico,NO,28/02/2020
6708,0808306583,Sustancias Biológicas Medio para inclusión (éter glicerólico 100). Frasco con 500 ml. RTC.,,,,generico,NO,28/02/2020
6709,0808306617,Reactivos químicos. Pararrosanilina base.  (Fucsina).  Frasco con 5 g.  TA.,,,,generico,NO,28/02/2020
6710,0808307300,Reactivos Químicos Hidroximetil-amino-metano Clorhidrato (Tris). RA. Frasco con 500 g. TA.,FCO,500,GR,generico,NO,28/02/2020
6711,0808307474,Reactivos químicos. Biftalato de potasio (ftalato ácido de potasio). RA. ACS. Cristales. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6712,0808307573,Reactivos químicos Acetato de amonio. Grado biología molecular. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6713,0808307698,Reactivos químicos Ácido bórico. Grado biología molecular. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
6714,0808307730,Reactivos Químicos Ácido alfa-amino propiónico. DL Alanina. RA. Polvo. Frasco con 10 g. TA.,,,,generico,NO,28/02/2020
6715,0808307748,Reactivos Químicos Ácido alfa-amino propiónico. DL Alanina. RA. Polvo. Frasco con 100 g. TA.,,,,generico,NO,28/02/2020
6716,0808307755,Reactivos químicos. Clorhidrato de neocuproína. RA. Polvo. Frasco con 100 g. TA.,,,,generico,NO,28/02/2020
6717,0808307821,Reactivos Químicos Ácido crómico. RA. Cristales. Frasco con 1000 g. TA.,FCO,1000,ML.,generico,NO,28/02/2020
6718,0808307847,Reactivos químicos. Ácido dietil-barbitúrico (barbital). Grado farmacéutico. Polvo. Frasco con 25 g. TA.,,,,generico,NO,28/02/2020
6719,0808307904,Reactivos Químicos Ácido fosfomolíbdico. RA. Cristales. Frasco con 453 g. TA.,,,,generico,NO,28/02/2020
6720,0808307961,Reactivos químicos. Ácido fosfórico (mínimo 85%). RA. ACS. Frasco con 500 ml. TA.,,,,generico,NO,28/02/2020
6721,0808307979,Reactivos Químicos. Ácido L (+) ascórbico.  Grado farmacéutico.  Polvo.  Frasco con 100 g.  TA.,,,,generico,NO,28/02/2020
6722,0808307995,Reactivos Químicos. Dicromato de potasio. Técnico. Polvo. Frasco con 1000 g. TA.,,,,generico,NO,28/02/2020
6723,0808308084,Reactivos químicos Alcohol etílico absoluto. Grado biología molecular. Frasco con 1 litro. TA.,FCO,1,LTO,generico,NO,28/02/2020
6724,0808308191,Reactivos Químicos Gelatina simple. Polvo. Frasco con 1000 g. TA.,,,,generico,NO,28/02/2020
6725,0808308209,Reactivos Químicos Giemsa polvo. QP. Frasco con 25 g. TA.,FCO,25,GR,generico,NO,28/02/2020
6726,0808308308,Reactivos Químicos Orceína. Para microscopía. Frasco con 5 g. TA.,,,,generico,NO,28/02/2020
6727,0808308498,Reactivos Químicos Oxido rojo de mercurio. (óxido de mercurio). RA. ACS. Polvo. Frasco con 500 g. TA.,,,,generico,NO,28/02/2020
